Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Гузенко,Марія,Михайлівна,Жінка,1970-11-25,Фармацевт,місто Городище ,"шосе Новобазарний, буд. 830 кв. 985, Монастириська, 86730",337 55 03,vertyporokhtaras@example.net
Деревʼянко,Альберт,Сергійович,Чоловік,1994-02-05,Машиніст,місто Зміїв,"узвіз Шкільний, буд. 0, Волочиськ, 96497",570 23 24,iashchukieva@example.net
Бандера,Єлисавета,Михайлівна,Жінка,1959-12-26,Біолог,село Вилкове,"узвіз Цегельнозаводська, буд. 2 кв. 558, Скадовськ, 59150",+380 49 566-01-20,zlatoslava84@example.org
Байдак,Пармен,Михайлович,Чоловік,1959-10-28,Державний службовець,хутір Малин,"набережна Лінія 22-га, буд. 38 кв. 176, Здолбунів, 65875",351 11 14,fedirartymyshyn@example.net
Заєць,Альберт,Петрович,Чоловік,1994-09-02,Педагог,хутір Вільнянськ,"шосе Учительський, буд. 55 кв. 772, Новогродівка, 54968",+380 84 253-42-24,alinaavramenko@example.com
Дерегус,Олена,Петрівна,Жінка,1941-05-23,Публіцист,селище Теплодар,"проспект Капітана Гаврікова, буд. 11, Добромиль, 04814",082 467-05-80,zhadanteodor@example.org
Гайдамака,Гаврило,Володимирович,Чоловік,1986-08-15,Паблік рилейшнз,село Керч,"сквер Шоста, буд. 9, Хотин, 12132",656-70-82,iaroslavakorsun@example.net
Смик,Микита,Богданович,Чоловік,1977-03-05,Дантист,хутір Радехів,"площа Космонавта Комарова, буд. 6 кв. 585, Вознесенівка, 74922",057-31-80,danyliukiefrem@example.com
Олійник,Давид,Іванович,Чоловік,1942-04-08,Геофізик,селище Коростень,"вулиця Агрономічний, буд. 92, Новояворівськ, 80238",054 703 34 32,priskaieresko@example.net
Мамчур,Варфоломій,Михайлович,Чоловік,1970-09-25,Слідчий,місто Маріуполь,"парк Ковалевського, буд. 18, Решетилівка, 82970",129-74-89,lukian11@example.org
Вівчаренко,Пантелеймон,Миколайович,Чоловік,1998-06-27,Модельєр,село Луцьк,"узвіз Діхтієвського Віктора, буд. 1 кв. 24, П'ятихатки, 91772",+380 20 163 99 15,wlubenets@example.org
Михайлюк,Тереза,Богданівна,Жінка,1952-05-16,Графік,хутір Лозова ,"шосе Мирна, буд. 13 кв. 44, Чугуїв, 42053",552-37-00,edytairvanets@example.com
Нестайко,Семен,Іванович,Чоловік,1997-02-08,Піаніст,селище Березань ,"набережна Амурський 4-й, буд. 34, Ічня, 36958",029 242-81-77,feofanvelychko@example.net
Данченко,Борислав,Богданович,Чоловік,1960-10-10,Режисер,село Підгайці,"проспект Лермонтовський, буд. 77, Моспине, 84583",704 93 19,everhun@example.com
Зубко,Григорій,Володимирович,Чоловік,2000-11-01,Хореограф,хутір Красилів,"парк Сирітський, буд. 2 кв. 920, Яремче, 30010",+380 (11) 991-22-72,avrelii44@example.org
Короленко,Давид,Володимирович,Чоловік,1991-01-15,Композитор,село Красноперекопськ,"сквер Десятого квітня, буд. 9 кв. 30, Бунге , 58868",+380 (85) 230-42-33,iakiviemelianenko@example.net
Дутка,Климент,Олександрович,Чоловік,1961-09-05,Професор,місто Овруч,"шосе Гранатна, буд. 6, Стрий, 92347",+380 78 238 89 89,nataliiaiemelianenko@example.org
Гречко,Омелян,Олександрович,Чоловік,1966-06-02,Психолог,місто Дніпро ,"парк Китобійний 1-й, буд. 041, Нове Давидково, 26552",061 282 28 49,kovalenkoles@example.org
Гаврилишина,Михайлина,Богданівна,Жінка,1980-03-06,Стиліст,хутір Добропілля,"вулиця Смоленська, буд. 19 кв. 04, Благовіщенське, 71708",+380 88 095-55-68,liubov01@example.net
Ільєнко,Христина,Володимирівна,Жінка,1939-11-16,Головний меркшейдер,хутір Боково-Хрустальне,"парк Курганська, буд. 9, Бахмут, 76237",395-18-93,qmykhailychenko@example.net
Жарко,Марʼяна,Олександрівна,Жінка,1961-01-09,Кінокритик,село Остер ,"набережна Толбухіна, буд. 264, Мар'їнка, 46488",061 104-84-48,prymachenkohordii@example.net
Мазепа,Богданна,Сергіївна,Жінка,2004-05-11,Педагог,хутір Олександрівськ,"площа Сєрогодського, буд. 12 кв. 64, Куп'янськ, 49463",447-58-40,tereshchenkosofiia@example.org
Баклан,Андрій,Богданович,Чоловік,1987-12-17,Композитор,село Рожище,"проспект Молокова, буд. 816, Сокаль, 14874",048 910-18-33,jarkhypenko@example.net
Фартушняк,Тетяна,Юріївна,Жінка,1974-06-30,Модель,селище Олешки,"парк Аеропортівський 4-й, буд. 722, Зміїв, 80864",001 329-98-82,arkadiiartymovych@example.com
Ярема,Клавдія,Сергіївна,Жінка,1979-01-03,Нотаріус,хутір Красилів,"провулок Дачний 2-й, буд. 382, Заводське, 39325",856-04-49,vmykytiuk@example.com
Артеменко,Віталій,Михайлович,Чоловік,2000-03-04,Програміст,місто Долинська,"шосе Молодіжна, буд. 372 кв. 604, Луганськ, 62918",640-89-83,martynvasylevych@example.net
Абрагамовська,Ірена,Володимирівна,Жінка,1952-10-31,Хімік,хутір Тисмениця,"парк Аеропортівський 1-й, буд. 12, Скалат, 25749",+380 04 739 42 00,hennadii61@example.net
Баштан,Єлисей,Миколайович,Чоловік,1998-07-23,Графік,село Бориспіль,"набережна Верещагіна, буд. 44 кв. 093, Гуляйполе, 02751",131-47-36,iaroslavtryhub@example.com
Сич,Антон,Андрійович,Чоловік,1963-09-03,Мікробіолог,село Андрушівка,"провулок Пушкінська, буд. 67 кв. 2, Костянтинівка, 16223",+380 08 026 32 97,alevtynkaras@example.org
Шеремет,Леопольд,Андрійович,Чоловік,2003-04-30,Реставратор,хутір Шаргород,"провулок Красносільська, буд. 6, Боярка, 04353",+380 31 608 56 70,btokar@example.net
Франчук,Віра,Володимирівна,Жінка,1952-02-28,Хімік,селище Чугуїв,"площа Тупиковий 1-й, буд. 27 кв. 9, Кривий Ріг, 03635",594 94 78,makar63@example.com
Лупій,Нестор,Андрійович,Чоловік,1945-02-01,Промисловець,хутір Зугрес,"вулиця Юннатів 1-й, буд. 4 кв. 3, Мерефа, 31833",810 64 53,danna66@example.net
Тягнибок,Володимира,Іванівна,Жінка,1961-09-28,Журналіст,хутір Добромиль,"шосе Дюківська, буд. 49, Шостка, 33124",+380 14 833-79-16,ruslan28@example.com
Ажажа,Богуслава,Петрівна,Жінка,1961-08-29,Палеонтолог,селище Білицьке,"сквер Лінія 40-ва, буд. 44 кв. 5, Сіверськ, 63656",059-98-38,tetianaishchenko@example.org
Гресь,Марʼяна,Олександрівна,Жінка,1980-12-10,Астронавт,селище Боково-Хрустальне,"шосе Ольгіївський узвіз, буд. 68, Алмазна, 17467",+380 53 904 80 32,ielyseiartymyshyna@example.net
Таран,Валерій,Володимирович,Чоловік,1945-04-07,Адвокат,селище Корсунь-Шевченківський,"шосе Кредитний, буд. 13 кв. 837, Новий Розділ, 17111",+380 (69) 482-76-88,violetta97@example.com
Теліженко,Йосип,Олександрович,Чоловік,1975-09-19,Кухар,хутір Тисмениця,"набережна Весняна, буд. 366, Білицьке, 69545",022 306 36 86,boryslavaleksandrenko@example.org
Цибуленко,Гліб,Андрійович,Чоловік,1985-03-25,Науковець,село Збараж,"сквер Соляний 1-й, буд. 50 кв. 211, Добромиль, 80114",688 75 16,gshynkarenko@example.com
Токар,Дарина,Сергіївна,Жінка,2005-03-29,Золотар,хутір Євпаторія,"проспект Лінія 55-та, буд. 054 кв. 08, Радехів, 66282",077 108 38 50,mariana22@example.com
Дахно,Валерій,Олександрович,Чоловік,1956-04-24,Євнух,село Бібрка,"шосе Жолкова Бориса, буд. 4 кв. 60, Кременчук, 89096",050 562 39 02,svitlanashamrai@example.org
Туркало,Симон,Михайлович,Чоловік,1943-08-24,Гицель,хутір Буринь,"вулиця Парашутний, буд. 50, Вашківці, 35030",044 228 30 36,marusia83@example.com
